"","created_at","pm25_air","pm10_air","co_air","no2_air","PM2.5","PM10","NO2","CO"
"376","18-12-2020 17:00",73.5,106.5,2,46.07,51.75,102,33.85,0.35
"377","18-12-2020 18:00",75.5,109,2,50.345,54.5,103.5,41.1,0.48
"378","18-12-2020 19:00",86,126,2,52.34,60.5,115.5,56.08,0.77
"379","18-12-2020 20:00",96.5,149.5,2,52.575,76.5,166.25,69.05,1.01
"380","18-12-2020 21:00",105,160.5,2,51.145,82.75,172.5,55.1,0.94
"381","18-12-2020 22:00",110.5,178.5,2.5,50.545,78.5,181.75,52.35,0.96
"382","18-12-2020 23:00",109,163,2,50.23,77.25,179,42.9,0.77
"383","19-12-2020 00:00",109,165.5,2,49.155,78.5,153.75,38.58,0.7
"384","19-12-2020 01:00",111,174,2,49.04,80.5,153.5,44.55,0.52
"385","19-12-2020 02:00",111,180,2,49.51,81,168.25,52.23,0.54
"386","19-12-2020 03:00",114,189.5,2,49.035,78,182.5,51.68,0.51
"387","19-12-2020 04:00",112.5,184.5,2,47.69,79,181.25,44.47,0.43
"388","19-12-2020 05:00",108.5,168,2,47.215,81.5,157,35.52,0.42
"389","19-12-2020 06:00",99.5,145.5,2.5,46.36,77.5,132.5,35.83,0.38
"390","19-12-2020 07:00",102,151.5,2.5,47.69,70,121.5,35.25,0.41
"391","19-12-2020 08:00",100,149.5,2,48.45,71.25,121.75,39,0.49
"392","19-12-2020 09:00",102.5,159,2,46.62,77.25,136,42.55,0.7
"393","19-12-2020 10:00",93,135.5,2,48.67,81,155.5,42.2,0.66
"394","19-12-2020 11:00",80.5,115,2,45.32,68,124.25,35.2,0.54
"395","19-12-2020 12:00",81,115,2,45.355,54.75,98,36,0.51
"396","19-12-2020 13:00",80.5,115.5,1.5,44.215,51.25,98.75,35.77,0.45
"397","19-12-2020 14:00",73.5,108.5,2,41.64,50.5,101,34.83,0.41
"398","19-12-2020 15:00",70.5,105,2,41.81,45,98,33.2,0.35
"399","19-12-2020 16:00",69.5,104.5,2,43.915,43.25,90.5,31.5,0.34
"400","19-12-2020 17:00",70.5,105.5,2,46.655,48,96,31.98,0.38
"401","19-12-2020 18:00",74,112,2,50.24,52.25,101.5,37.92,0.49
"402","19-12-2020 19:00",81.5,124,2,52.52,60.25,118.5,57.32,0.75
"403","19-12-2020 20:00",92,145.5,2,53.855,73.5,153.5,72.22,1.08
"404","19-12-2020 21:00",91,138.5,2,50.455,77,172.5,56.67,0.86
"405","19-12-2020 22:00",90,135,2,48.315,80.5,165.75,43.02,0.67
"406","19-12-2020 23:00",93.5,143,2,49.23,75.5,153,44.67,0.66
"407","20-12-2020 00:00",94,144.5,2,48.88,83.5,160.5,43.1,0.56
"408","20-12-2020 01:00",91.5,142,2,47.595,83.75,152.5,42.5,0.45
"409","20-12-2020 02:00",89.5,138.5,2,47.805,77.75,141,42.67,0.4
"410","20-12-2020 03:00",90.5,141.5,2,48.91,70.25,136.5,40.6,0.36
"411","20-12-2020 04:00",87.5,132,2,48.275,66.75,125.5,33.78,0.38
"412","20-12-2020 05:00",88.5,132.5,2,47.82,63.75,108.75,35.42,0.44
"413","20-12-2020 06:00",85,129.5,2,47.585,64.5,114.25,35.6,0.49
"414","20-12-2020 07:00",77,123,2,46.975,59.75,108.5,37.08,0.49
"415","20-12-2020 08:00",73,120,2,45.475,57.5,116.25,35.08,0.49
"416","20-12-2020 09:00",72.5,120,2,45.015,54.5,120.5,38.2,0.39
"417","20-12-2020 10:00",72.5,117.5,2,45.215,57.75,128.75,37.1,0.38
"418","20-12-2020 11:00",68,106,2,46.42,52.75,111,33.47,0.39
"419","20-12-2020 12:00",61,100.5,2,46.5,47.5,79.25,37,0.38
"420","20-12-2020 13:00",57.5,97.5,2,43.875,41.75,84.75,32.85,0.45
"421","20-12-2020 14:00",54.5,92.5,2,42.775,38.75,88.75,32.2,0.38
"422","20-12-2020 15:00",54,92.5,2,42.96,42.25,86.25,33.15,0.38
"423","20-12-2020 16:00",51.5,90,2,43.31,44,88.5,30.72,0.35
"424","20-12-2020 17:00",50,88.5,2,45.55,37.5,83.25,30.55,0.3
"425","20-12-2020 18:00",51,91.5,2,48.685,36.5,82,31.65,0.35
"426","20-12-2020 19:00",56,102,2,51.59,39.75,91,42.52,0.5
"427","20-12-2020 20:00",64.5,114.5,2,51.475,52.25,120.75,55.42,0.75
"428","20-12-2020 21:00",65.5,115,2,50.83,73.5,151.5,52.05,0.84
"429","20-12-2020 22:00",65.5,116,2,50.015,72,141,50.98,0.85
"430","20-12-2020 23:00",61,111,2,48.945,71.25,146.75,48.4,0.74
"431","21-12-2020 00:00",54.5,100.5,2,47.26,65.75,129.5,37.95,0.57
"432","21-12-2020 01:00",53,100,2,45.465,56,108,35.58,0.47
"433","21-12-2020 02:00",55,104,2,45.175,57.5,112,35.1,0.41
"434","21-12-2020 03:00",50.5,99,2,46,59.25,110.75,38.42,0.33
"435","21-12-2020 04:00",39.5,87,2,45.865,46.75,93.75,31,0.29
"436","21-12-2020 05:00",32.5,82,2,47.41,33.25,78.5,27.9,0.28
"437","21-12-2020 06:00",33.5,80,2,47.785,30.25,70.5,27.77,0.31
"438","21-12-2020 07:00",41,87.5,2,48.79,28.25,74,30.67,0.36
"439","21-12-2020 08:00",50.5,101.5,2,48.705,37,97.25,39.97,0.51
"440","21-12-2020 09:00",49.5,107,2,46.73,60.25,131.25,45.98,0.61
"441","21-12-2020 10:00",40,90.5,2,45.795,54.25,148,42.2,0.56
"442","21-12-2020 11:00",31.5,79.5,2,45.785,40,107,40.12,0.51
"443","21-12-2020 12:00",34,80,2,46.32,31.25,83.25,39.35,0.48
"444","21-12-2020 13:00",31.5,76,2,44.32,31.75,84.75,35.55,0.31
"445","21-12-2020 14:00",28,67.5,1.5,41.845,30.25,85.5,36,0.27
"446","21-12-2020 15:00",24,58.5,2,39.58,25.75,79.25,33.12,0.21
"447","21-12-2020 16:00",25,63.5,2,44.17,22.5,75.5,30.65,0.2
"448","21-12-2020 17:00",24,62.5,2,45.34,32.25,78,32.1,0.45
"449","21-12-2020 18:00",26.5,76.5,2,49.32,30.75,77.25,38.88,0.54
"450","21-12-2020 19:00",29.5,81.5,2,50.955,35.5,99,55.83,0.79
"451","21-12-2020 20:00",46,101.5,2,53.365,51.75,134.75,95.32,1.31
"452","21-12-2020 21:00",55,114,2,52.495,77.5,188,85.8,1.1
"453","21-12-2020 22:00",55.5,109,2,51.905,78.25,177.75,73.03,0.96
"454","21-12-2020 23:00",58,110,2,50.71,82.75,150,68.85,0.84
"455","22-12-2020 00:00",59.5,110.5,2,50.745,75.75,156.5,73.08,0.81
"456","22-12-2020 12:00",24,66.5,2,46.095,25.5,83.75,41.3,0.45
"457","22-12-2020 13:00",24,69.5,2,45.72,27.25,82,42.25,0.33
"458","22-12-2020 14:00",24,67.5,2,44.9,27.75,88.25,41.38,0.3
"459","22-12-2020 15:00",22.5,63.5,2,43.475,28.25,87.25,38.58,0.29
"460","22-12-2020 16:00",21.5,60,2,43.755,30.5,82,35.58,0.26
"461","22-12-2020 17:00",21.5,58.5,2,45.315,25.25,80,33.35,0.36
"462","22-12-2020 18:00",25,75,2,50.76,25.5,79.75,43.28,0.5
"463","22-12-2020 19:00",31,81,2,52.135,37.25,99.75,55.22,0.7
"464","22-12-2020 20:00",47,100,2,53.265,55.75,125.25,79.75,1.16
"465","22-12-2020 21:00",59.5,117.5,2,53.535,75.75,178,103.12,1.34
"466","22-12-2020 22:00",62.5,118,2,53.025,84.75,180,82.38,1.2
"467","22-12-2020 23:00",70,122,2,52.675,84,175.75,86.85,1.35
"468","23-12-2020 00:00",77,132.5,2,53.335,76.5,171.75,104.85,1.54
"469","23-12-2020 01:00",80.5,137.5,2,52.7,79.75,174,113.5,1.59
"470","23-12-2020 02:00",77.5,130,2,52.725,77.75,182,95.75,1.35
"471","23-12-2020 03:00",68.5,113.5,2,50.58,81,165.75,69.18,1.04
"472","23-12-2020 04:00",77,129.5,2,51.015,76.75,137.25,81.2,1.07
"473","23-12-2020 05:00",79,131.5,2,50.685,82.5,173.25,74.95,0.97
"474","23-12-2020 06:00",85,138.5,3,50.72,84,179.5,79.55,0.97
"475","23-12-2020 07:00",89,138,3,49.99,81,179.25,78.97,0.97
"476","23-12-2020 08:00",91.5,147.5,3,50.305,75.5,181,78.75,1.07
"477","23-12-2020 09:00",86,140,2,50.5,85,177.25,68.55,0.88
"478","23-12-2020 10:00",77,117,2,46.91,78.75,169.25,51.12,0.63
"479","23-12-2020 11:00",72.5,113.5,2,46.585,70.25,129.5,53.15,0.75
"480","23-12-2020 12:00",58,98.5,2,45.4,70.5,136,52.7,0.65
"481","23-12-2020 13:00",59.5,101,2,46.455,59.75,117,49.15,0.52
"482","23-12-2020 14:00",58,100.5,2,45.88,57.5,127.75,48.83,0.49
"483","23-12-2020 15:00",51.5,94.5,2,46.14,53.25,138.5,47.65,0.44
"484","23-12-2020 16:00",51,93,1.5,46.83,53.25,127.75,47.27,0.44
"485","23-12-2020 17:00",50,90.5,2,47.825,51,122.5,40.8,0.52
"486","23-12-2020 18:00",53,96,2,50.49,51.5,112.5,44.03,0.59
"487","23-12-2020 19:00",60,108,2,52.44,57.25,132.75,57.15,0.84
"488","23-12-2020 20:00",64.5,106,2,51.45,68,155.25,59.85,0.92
"489","23-12-2020 21:00",73,111,2,50.715,63,132,55.35,0.76
"490","23-12-2020 22:00",83.5,119.5,2,50.055,67.5,125.75,48.88,0.75
"491","23-12-2020 23:00",89,125.5,2,50.13,73.5,137,52.58,0.78
"492","24-12-2020 00:00",90.5,128,2.5,51.04,76.25,145.75,61.48,0.75
"493","24-12-2020 01:00",94,130,2,50.24,70.25,142.5,51.2,0.76
"494","24-12-2020 02:00",90.5,125,2,48.645,68.25,134.25,43.52,0.65
"495","24-12-2020 03:00",95,130,2,47.175,70.25,129.75,34.88,0.56
"496","24-12-2020 04:00",103,138.5,2,47.115,73,121.5,32.75,0.54
"497","24-12-2020 05:00",108.5,148.5,2,47.74,73.5,118.25,32.6,0.49
"498","24-12-2020 06:00",116,163.5,2,48.245,82.5,122.5,33.25,0.54
"499","24-12-2020 07:00",118.5,171,2,48.345,77.25,127.25,37.5,0.56
"500","24-12-2020 08:00",122.5,177.5,2,49.31,77.25,137.5,45.88,0.66
"501","24-12-2020 09:00",118,167.5,2,50.41,81.25,141.25,50.77,0.65
"502","24-12-2020 10:00",106.5,143.5,2,48.15,74.75,148.5,45.27,0.61
"503","24-12-2020 11:00",102,136.5,2,48.71,81,149.5,45.15,0.7
"504","24-12-2020 12:00",99,134,2,48.28,84.25,152.5,49,0.7
"505","24-12-2020 13:00",88,123,1.5,47.155,85.25,166,44.17,0.65
"506","24-12-2020 14:00",75.5,109.5,2,44.975,82,158.75,44.35,0.56
"507","24-12-2020 15:00",65.5,100.5,2,44.765,69.25,133.75,42.15,0.51
"508","24-12-2020 16:00",53.5,89.5,2,44.045,61.75,117.5,40.2,0.41
"509","24-12-2020 17:00",50.5,87,2,47.055,47,96.25,39.55,0.42
"510","24-12-2020 18:00",46.5,84.5,2,49.515,47.25,91.75,42.4,0.42
"511","24-12-2020 19:00",53,98,2,51.975,42.5,106.5,60.12,0.69
"512","24-12-2020 20:00",67.5,114.5,2,53.58,59,151.25,85.15,1.11
"513","24-12-2020 21:00",85.5,125,2,52.615,77.75,170,82.32,1.1
"514","24-12-2020 22:00",90,124.5,2.5,51.085,79.5,159,69,0.97
"515","24-12-2020 23:00",99.5,135,2,50.66,78.5,151.5,59.92,0.87
"516","25-12-2020 00:00",107,142.5,2,50.17,79.25,145,50.2,0.83
"517","25-12-2020 01:00",112.5,153.5,2,49.715,77.75,137.5,44.3,0.78
"518","25-12-2020 02:00",112.5,152,2,48.035,79.25,133.75,41.65,0.69
"519","25-12-2020 03:00",116.5,159.5,2,48.3,78.75,137,38.35,0.61
"520","25-12-2020 04:00",123,177.5,2,48.56,83.75,147.75,50.53,0.68
"521","25-12-2020 05:00",132.5,204,2,50.265,82.25,173.25,61.67,0.72
"522","25-12-2020 06:00",135,207.5,2,50.71,81,179.25,69.17,0.71
"523","25-12-2020 07:00",138.5,213.5,2,50.66,83.5,175.25,69.25,0.78
"524","25-12-2020 08:00",142.5,215.5,2,49.005,80.5,169.5,59.8,0.8
"525","25-12-2020 09:00",131,189,2.5,47.04,76.5,167.5,50.03,0.73
"526","25-12-2020 10:00",126.5,180,2,46.71,80.25,167,42.45,0.65
"527","25-12-2020 11:00",118.5,162,2,48.965,86.75,169.75,43.67,0.72
"528","25-12-2020 12:00",110,144.5,2,48.025,86,166.25,46.55,0.71
"529","25-12-2020 13:00",105,138,2,48.635,82.75,156.5,42.42,0.66
"530","25-12-2020 14:00",101,132,2,46.605,75.25,152.5,40.67,0.62
"531","25-12-2020 15:00",93,121,2,45.515,79.75,145.5,40.52,0.55
"532","25-12-2020 16:00",89,116,2,45.5,72,121,36.5,0.49
"533","25-12-2020 17:00",91.5,119,2,48.115,70.75,126.25,36.22,0.42
"534","25-12-2020 18:00",95.5,125,2,50.81,75.5,134.25,41.47,0.51
"535","25-12-2020 19:00",100.5,131.5,2,51.66,76.5,138,47.3,0.64
"536","25-12-2020 20:00",105.5,140,2,51.25,84.5,142.5,57.8,0.82
"537","25-12-2020 21:00",112,154,2.5,50.58,83,158.25,63.5,1.01
"538","25-12-2020 22:00",118,167.5,2,50.95,76,165.75,64.9,1.08
"539","25-12-2020 23:00",127.5,185,2,51.135,80.25,169.5,58.98,1.03
"540","26-12-2020 00:00",134.5,204.5,2,50.405,75.5,176.5,62.95,1.1
"541","26-12-2020 01:00",141,218.5,2,50.905,78.75,184.5,68.4,1.15
"542","26-12-2020 02:00",149,230,2,49.475,81.75,186.5,58.85,1.11
"543","26-12-2020 03:00",153.5,242.5,2,48.675,76,185.75,68.33,1.12
"544","26-12-2020 04:00",154,252,2,48.88,80.75,179.5,64.03,1.03
"545","26-12-2020 05:00",159.5,260.5,2,47.95,84.5,181.75,60.67,0.91
"546","26-12-2020 06:00",171.5,291,3,47.92,79.5,184.5,67.12,1.02
"547","26-12-2020 07:00",174,300,2,47.435,78.5,182,59.77,1.07
"548","26-12-2020 08:00",182.5,325,2,47.515,80.5,172,60.9,1.25
"549","26-12-2020 09:00",205.5,374.5,2,50.12,81,176.5,81.85,1.52
"550","26-12-2020 10:00",140.5,209.5,2,47.75,77.75,176,60.9,0.93
"551","26-12-2020 11:00",123.5,176,2,49.605,79.25,185.75,52.65,0.69
"552","26-12-2020 12:00",113,156.5,2,48.445,82.5,176.25,51.35,0.61
"553","26-12-2020 13:00",107.5,145.5,2,46.205,72.5,169.75,47,0.71
"554","26-12-2020 14:00",98,131.5,2,44.6,76.5,173.25,46.15,0.62
"555","26-12-2020 15:00",89,123,1.5,42.88,84.5,165.5,43.38,0.55
"556","26-12-2020 16:00",81.5,116.5,2,44.555,82.25,152.75,41.35,0.47
"557","26-12-2020 17:00",88.5,120.5,2,48.79,73.5,141,42.45,0.53
"558","26-12-2020 18:00",91.5,124.5,2,51.195,79,154.75,48.85,0.64
"559","26-12-2020 19:00",91.5,126.5,2.5,53.01,75.5,161.5,61.12,0.83
"560","26-12-2020 20:00",92,129,2,52.76,82.5,170.75,71.47,1.04
"561","26-12-2020 21:00",98.5,137,2,52.065,79,182.25,79.85,1.17
"562","26-12-2020 22:00",111.5,161,2,52.875,75.5,176.5,89.3,1.39
"563","26-12-2020 23:00",125.5,191.5,2,53.935,81,181,102.45,1.65
"564","27-12-2020 00:00",136,210,3.5,50.66,74.25,171.75,71.45,1.44
"565","27-12-2020 01:00",142.5,227,2,50.775,74,170.75,64.7,1.22
"566","27-12-2020 02:00",148,240.5,2,50.585,79.75,170,64.4,1.14
"567","27-12-2020 03:00",152.5,246,3,50.6,80,171.75,66.75,1.1
"568","27-12-2020 04:00",156,260,2,50.25,82.5,176.75,72,1.31
"569","27-12-2020 05:00",162.5,274,2,49.655,82,176,72.55,1.58
"570","27-12-2020 06:00",167.5,285.5,2,49.495,82.25,178.5,72.78,1.49
"571","27-12-2020 07:00",167.5,290.5,2,48.05,74.25,184.75,63.38,1.53
"572","27-12-2020 08:00",177,309,2,46.91,77.25,181.25,59.55,1.26
"573","27-12-2020 09:00",181.5,312,2,48.535,83,183.5,69.45,1.14
"574","27-12-2020 10:00",156,246.5,2,48.44,79,186.25,61.42,0.86
"575","27-12-2020 11:00",130,195.5,2,49.22,77.25,181.75,51.88,0.64
"576","27-12-2020 12:00",121.5,179.5,2,47.15,80,180.75,54.45,0.64
"577","27-12-2020 13:00",90.5,128.5,2,43.35,79.25,170,44.68,0.61
"578","27-12-2020 14:00",66.5,101,1.5,36.46,76.5,155.25,41.95,0.38
"579","27-12-2020 15:00",53.5,88,2,31.19,47,114.25,38.68,0.27
"580","27-12-2020 16:00",52.5,88,2,37.475,44,97,36.8,0.21
"581","27-12-2020 17:00",52,92,2,44.49,47.5,104.25,35,0.29
"582","27-12-2020 18:00",58,113.5,2,49.175,59.75,140.25,42.35,0.35
"583","27-12-2020 19:00",64,117,2,51.1,67,182.75,51,0.58
"584","27-12-2020 20:00",74.5,130.5,2,53.755,75.75,181,73.85,0.94
"585","27-12-2020 21:00",77.5,127.5,2,52.535,84.25,179.5,78.28,1
"586","27-12-2020 22:00",77.5,124.5,2,52.55,83.75,182.75,77.1,1.09
"587","27-12-2020 23:00",79.5,124,2,51.97,81.75,174.5,73.55,1.08
"588","28-12-2020 00:00",82.5,121.5,2,51.19,84.25,155.5,62.62,0.9
"589","28-12-2020 01:00",92,131.5,2,50.335,78,142,64.25,0.94
"590","28-12-2020 02:00",107,154,2,50.09,82.75,155.5,54.3,0.88
"591","28-12-2020 03:00",122,187,2,50.57,79.75,168.25,53.85,0.85
"592","28-12-2020 04:00",121,184,2,49.83,80,163.75,47.4,0.8
"593","28-12-2020 05:00",125,192.5,2,49.495,75.75,156.75,44.42,0.74
"594","28-12-2020 06:00",132.5,210,2,48.535,78.75,161.5,44.4,0.77
"595","28-12-2020 07:00",146.5,242,2,49.155,75,177.25,54.77,1.02
"596","28-12-2020 08:00",156.5,261,2,49.27,84,175.25,54.95,1.15
"597","28-12-2020 09:00",158,265,2,48.875,82.25,177.75,50.85,1.07
"598","28-12-2020 10:00",137.5,212,2,47.81,78.75,181,40.23,0.82
"599","28-12-2020 11:00",115,170.5,2,48.335,81.5,174.75,42.48,0.77
"600","28-12-2020 12:00",109.5,165,2,46.625,73.5,173,47.35,0.87
"601","28-12-2020 13:00",80,113.5,1.5,42.22,69.5,158.75,44.3,0.74
"602","28-12-2020 14:00",72.5,107.5,2,41.4,60.75,122.5,30.33,0.54
"603","28-12-2020 15:00",70.5,105.5,2,40.405,56.75,116.75,37.17,0.51
"604","28-12-2020 16:00",73,107,1,45.24,57.5,122.5,38.6,0.5
"605","28-12-2020 17:00",79.5,115.5,2,48.635,63,127.5,40.12,0.54
"606","28-12-2020 18:00",88,125.5,2,51.36,67.25,141.25,48.4,0.66
"607","28-12-2020 19:00",97.5,147.5,2,53.035,74,157,68.05,0.97
"608","28-12-2020 20:00",109.5,170.5,2.5,53.895,83.25,176.75,81.22,1.3
"609","28-12-2020 21:00",110,162,2,52.45,84.25,180,73.85,1.15
"610","28-12-2020 22:00",115,174.5,2,51.325,81.75,174,67.75,1.05
"611","28-12-2020 23:00",122.5,193,2,51.025,75,174.75,69.38,1.1
"612","29-12-2020 00:00",124.5,197.5,2,50.405,83,177,67,1.1
"613","29-12-2020 01:00",126,201,2,50.575,79.25,175.75,65.5,1.08
"614","29-12-2020 02:00",128.5,205,2,49.75,79.5,172.75,59.58,1.04
"615","29-12-2020 03:00",125,198,2,48.95,85.5,172.75,43.97,0.77
"616","29-12-2020 04:00",124,193.5,2,48.465,81.5,164.75,38.1,0.65
"617","29-12-2020 05:00",128,201,2,48.05,80.75,160.5,37.83,0.6
"618","29-12-2020 06:00",137,218,2,47.59,73.75,157.75,30.52,0.58
"619","29-12-2020 07:00",144,233,2,47.03,75.25,156,31.65,0.6
"620","29-12-2020 08:00",148.5,245,2,46.295,80.75,162.75,35.77,0.68
"621","29-12-2020 09:00",144.5,235,2,46.645,76.5,170.25,36.57,0.81
"622","29-12-2020 10:00",130,204,2,47.88,74.25,183.5,41.33,0.83
"623","29-12-2020 11:00",109,158,2,47.565,73.25,174.25,41.77,0.79
"624","29-12-2020 12:00",94.5,129.5,2,45.585,76.25,159,41.95,0.68
"625","29-12-2020 13:00",94.5,130,2,43.83,74.25,133.5,41.17,0.59
"626","29-12-2020 14:00",90,124,2,43.55,74,145.75,40.83,0.54
"627","29-12-2020 15:00",88.5,121,2,44.365,69.75,139.75,40.05,0.51
"628","29-12-2020 16:00",90.5,123.5,2,46.49,68.75,133.75,40.83,0.51
"629","29-12-2020 17:00",91.5,126,2,49.24,77,137,43.35,0.56
"630","29-12-2020 18:00",93.5,131,2,51.105,77.5,142.25,47.27,0.67
"631","29-12-2020 19:00",104,174,2,52.68,81,156.75,51.75,0.76
"632","29-12-2020 20:00",132.5,298,2,51.595,83.5,175.5,50.83,0.83
"633","29-12-2020 21:00",136.5,308.5,2,51.44,75.5,162.5,48.05,0.8
"634","29-12-2020 22:00",146.5,333,2,49.715,82.5,164.5,46.52,0.81
"635","29-12-2020 23:00",146.5,331.5,2,48.78,79.75,162.25,41.92,0.72
"636","30-12-2020 00:00",159,363,2,49.39,78,152.25,41.35,0.68
"637","30-12-2020 08:00",226.5,427,2,44.635,77.5,150,29.6,0.77
"638","30-12-2020 09:00",189,397.5,2,45.005,80.5,161.25,35.45,0.69
"639","30-12-2020 10:00",145.5,304.5,2,45.795,81.75,166.25,32.6,0.66
"640","30-12-2020 11:00",131.5,271,2,48.84,82.25,162.25,33.9,0.63
"641","30-12-2020 12:00",122.5,251.5,2,47.22,83.5,166,36.75,0.64
"642","30-12-2020 13:00",110.5,207.5,2,45.98,78.75,163.75,37.5,0.61
"643","30-12-2020 14:00",97.5,160.5,2,41.565,85,150.75,35.25,0.5
"644","30-12-2020 15:00",91,147.5,1.5,40.48,77.25,133.25,34.72,0.48
"645","30-12-2020 16:00",91.5,149,2,44.91,72,136.5,33.35,0.48
"646","30-12-2020 17:00",95.5,157,2,48.055,72,134.75,34.38,0.58
"647","30-12-2020 18:00",110,209.5,2,50.77,75.25,137,36.23,0.61
"648","30-12-2020 19:00",126,270,2,51.88,85.25,154.5,46.8,0.77
"649","30-12-2020 20:00",130.5,280,2,52.31,85.75,177,47.85,0.82
"650","30-12-2020 21:00",151.5,316,2,51.055,82.5,170,44.88,0.68
"651","30-12-2020 22:00",166,346,2,50.27,77.5,175,44.23,0.69
"652","30-12-2020 23:00",161.5,337.5,2,49.93,83.5,170.5,44.85,0.71
"653","31-12-2020 00:00",155,321,2,49.315,81,161,42.65,0.59
"654","31-12-2020 01:00",166,349.5,2,50.23,84.75,147.75,42.38,0.62
"655","31-12-2020 02:00",185,394,2,48.665,77.25,156,43.52,0.64
"656","31-12-2020 03:00",190,397.5,2,47.605,76.25,161,36.2,0.57
"657","31-12-2020 04:00",205,408.5,2,44.93,80,151.75,32.08,0.57
"658","31-12-2020 05:00",205,410,2,43.775,78.75,157.25,31.52,0.43
"659","31-12-2020 06:00",184,393.5,2,41.025,77.5,145.5,29.4,0.41
"660","31-12-2020 07:00",170,368,2,42.665,83.25,133.25,31.42,0.4
"661","31-12-2020 08:00",175,381.5,2,43.505,78.75,127.75,32.88,0.43
"662","31-12-2020 09:00",163.5,353,2,43.995,81.5,131.25,31.85,0.5
"663","31-12-2020 10:00",153,324,2,48.88,80.25,145.25,30.95,0.47
"664","31-12-2020 11:00",156,322.5,2,47.855,75.75,150,35.62,0.59
"665","31-12-2020 12:00",135.5,267.5,2,47.38,84.75,151.5,36.55,0.53
"666","31-12-2020 13:00",124.5,250,2,46.53,76.5,155.5,34.3,0.55
"667","31-12-2020 14:00",122,232.5,2,46.66,72,172,33.3,0.5
"668","31-12-2020 15:00",115,215,2,46.695,74,144.5,33,0.51
"669","31-12-2020 16:00",111.5,201.5,2,47.56,79.5,143.5,33.45,0.49
"670","31-12-2020 17:00",111,200.5,2,49.395,76.75,146.25,34.75,0.54
"671","31-12-2020 18:00",117.5,230,2,50.895,75.5,149.75,37.2,0.6
"672","31-12-2020 19:00",135,278.5,2,51.81,81.75,152,43.55,0.76
"673","31-12-2020 20:00",153,324,2,51.445,79,166.75,53.05,0.93
"674","31-12-2020 21:00",171,357,2,51.47,83.25,181,53.38,1
"675","31-12-2020 22:00",180,378.5,2,49.835,86.5,172.25,57.05,1.05
"676","31-12-2020 23:00",183.5,389.5,2,50.57,85.25,173.75,54.17,1.05
